ip_location,create_time,content,Topic,sentiment,Representation,Representative_Docs,theory,theme
Sichuan,2024-6-7 7:17,太好了，多一些单身女孩生混血走在街上好看,51,0,"['混血', '混血儿', '东北', '宝宝', '好看', '吉林', '五国', '生个', '长春', '街上']","['混血', ' 混血', '混血 … …']",Reproduction,Lineage
Fujian,2023-2-7 18:23,如果时间可以倒退、我也不想结婚、自己买精生孩子、自己抚养,45,0,"['不想', '想要', '结婚', '想生', '孩子', '只想', '生个', '生小孩', '不生', '丁克']","['结婚 不想 生 孩子', '结婚 不想 生 孩子', '想 结婚 不想 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Sichuan,2023-2-9 16:56,汪律，你这个西装拉低了你的颜值,112,0,"['漂亮', '美女', '好看', '老板', '颜值', '美好', '太漂亮', '这颜值', '很漂亮', '美丽']","['漂亮', '漂亮', '漂亮']",Individualism,Diversity
Anhui,2023-7-18 11:19,没有工作和社保，可以领吗？,187,0,"['社保', '报销', '一金', '五险', '医保', '关系', '本来', '医疗保险', '没交五险', '交了']","['社保 报销', '社保 报销', '社保 报销']",Deinstitutionalization of Marriage,Legislation
Tianjin,2023-2-10 9:40,现在可以非婚生育了,18,0,"['非婚', '非婚生子', '非婚生', '生育', '婚外', '歧视', '婚生子女', '子女', '权利', '生子']","['非婚 生育 5 岁', '女 想 非婚 生育 找', '非婚 生育']",Deinstitutionalization of Marriage,Morality
Shandong,2023-2-3 14:56,为了某种目的，可以丧失道德标准,100,1,"['道德', '伦理道德', '伦理', '沦丧', '缺德', '违背', '不道德', '这是', '人伦', '讲道德']","['这是 进步 道德 沦丧', '这是 道德 沦丧', '这是 道德 沦丧']",Deinstitutionalization of Marriage,Morality
Jiangsu,2022-11-2 2:04,真的是我啊…,49,0,"['打字', '复制', '宝宝', '泰裤', '不想', '抵制', '吓死', '啊啊啊', '音乐', '可怕']","['音乐 吓死人', '吓死', '吓死']",Deinstitutionalization of Marriage,Morality
Hunan,2024-5-20 11:00,是的，说句不好听的，领证容易，离就难了,96,0,"['领证', '好处', '感觉', '坏处', '领了', '后悔', '更好', '好像', '等价', '咱俩']","['领证 挺', '领证 挺', '听 领证 真']",Deinstitutionalization of Marriage,Legislation
Beijing,2022-12-16 10:25,不想结婚 也不想生 但是我想要个孩子,45,0,"['不想', '想要', '结婚', '想生', '孩子', '只想', '生个', '生小孩', '不生', '丁克']","['结婚 不想 生 孩子', '结婚 不想 生 孩子', '想 结婚 不想 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Sichuan,2023-2-20 5:59,现在有这个政策可以放心了,88,0,"['政策', '国家', '出台', '这项', '民政局', '人贩子', '放宽', '放宽政策', '人性化', '嘲讽']","['政策', '政策 定', '政策']",Deinstitutionalization of Marriage,Legislation
Guangdong,2022-10-17 23:26,我觉得可以,170,0,"['觉得', '感觉', '不全', '不太好', '恨死', '以貌取人', '肤浅', 'final', '行得', '干实']","['觉得', '觉得', '觉得 怪']",Deinstitutionalization of Marriage,Morality
Henan,2024-6-12 15:00,不领证没遗产分,184,0,"['继承', '债务', '财产', '继承权', '负债', '遗产', '等同', '遗嘱', '皇位', '惦记']","['没 财产 继承', '继承 继承 债务', '继承']",Deinstitutionalization of Marriage,Legislation
Inner Mongolia,2022-10-27 17:03,老公，去父留子这个第一次听说好时尚,1,0,"['父留子', '留子', '去母', '父留', '母留子', '去夫', '哈哈哈', '经济', '支持', '想法']","['笑 死 父留子', '“ 父留子 ”', '“ 父留子 ”']",Individualism,Individualism
Jiangsu,2022-11-9 15:12,孩子也不想要,38,0,"['孩子', '小孩', '小孩子', '大人', '快乐', '感受', '02', '公平', '不动', '懂事']","['孩子', '孩子', '孩子']",Individualism,Traditional Family
Jiangsu,2023-2-19 20:33,说的就好像那些有父亲的家庭都能得到父亲陪伴关爱一样！,98,0,"['精神', '得到', '支持', '得不到', '父亲', '好像', '老公', '结了婚', '在精神上', '婚生']","['“ 精神 得不到 孩子 父亲 支持 ” 好像 结了婚 女性 得到', '好像 父亲 得到 精神 支持', '精神 得不到 孩子 父亲 支持 好像 老公 得到 精神 支持']",Individualism,Traditional Family
Yunnan,2023-2-1 22:43,: 开放生育应该降低育儿成本，而不是降低道德标准。,3,1,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Henan,2023-7-17 12:43,我觉得也可以,170,0,"['觉得', '感觉', '不全', '不太好', '恨死', '以貌取人', '肤浅', 'final', '行得', '干实']","['觉得', '觉得', '觉得 怪']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-6-29 1:39,酷的嘞,53,0,"['太酷', '好酷', '泰酷', '很酷', '超酷', '酷毙了', '真的', '天呐', '酷酷', '哇塞']","['太酷', '太酷', '太酷']",Individualism,Diversity
Guizhou,2023-2-19 23:10,选错了人，婚生比非婚生育更可怕，除了父亲一栏不空缺，还得多伺候一个“大儿子”,18,0,"['非婚', '非婚生子', '非婚生', '生育', '婚外', '歧视', '婚生子女', '子女', '权利', '生子']","['非婚 生育 5 岁', '女 想 非婚 生育 找', '非婚 生育']",Deinstitutionalization of Marriage,Morality
Beijing,2024-6-7 22:05,加油！，恭喜恭喜,126,0,"['加油', '努力', '起来', '加速', '你好', '真棒', '毫升', '五分钟', '很棒', '坚强']","['加油 想', '加油', '加油']",Individualism,Diversity
Guangdong,2024-6-11 19:12,各位是一点都不想想费钱啊，和女性要付出的代价，不管是身体还是职业生涯，再说到男的给钱笑鼠了，有结婚证都保障不了，指望没证,99,0,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Guangdong,2023-2-2 17:34,没看懂啥意思 没文化好可怕,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Zhejiang,2024-6-11 12:33,那我能跟吴世勋生不,9,0,"['不能', '开玩笑', '王俊凯', '吴世勋', '千玺', '一颗', '一个', '边伯贤', '朴灿烈', '王鹤']","['易 烊 千玺 捐 一颗 没 开玩笑', '王俊凯 不能 捐 ? 没 开玩笑', '王俊凯 不能 捐 没 开玩笑']",Financial Cost,Healthcare
Hunan,2024-6-11 12:27,哪有坏处呢,11,0,"['坏处', '好处', '全是', '起来', '利大于弊', '哈哈哈', '听到', '好像', '一听', '六个']","['坏处 听 想 好处', '坏处 好处', '坏处 好处']",Individualism,Diversity
Guangdong,2024-6-13 8:57,转发黄果果 可以做笔记了 准备生孩子,63,0,"['想要', '怀孕', '要生', '生个', '准备', '孩子', '想生', '身体', '老公', '不生']","['想要 孩子', '想要 一个 孩子', '想要 一个 孩子']",Deinstitutionalization of Marriage,Parenting Value
Liaoning,2024-6-11 15:25,所以缺点是什么？,37,0,"['缺点', '优点', '说完', '电子版', '全是', '不说', '没有', '承诺', '我勒个', '这全']","['缺点 优点', '全 优点 没 缺点', '缺点 没有 缺点 优点']",Individualism,Diversity
Beijing,2022-10-29 7:30,有个女儿十岁，自己带的挺好，现在还想再要一个，不想结婚，看看明年能实施不，给女儿我两再生一个伴,66,0,"['女儿', '儿子', '闺女', '生个', '两个', '以后', '将来', '02', '儿女', '三儿']","['想 女儿 以后 结婚 生 孩子 想', '想 女儿', '女儿 想']",Reproduction,Carry on the Family Line
Shaanxi,2024-6-15 23:41,原来人这一辈子怎么都会有遗憾。我也35岁俩儿子累并快乐着,66,0,"['女儿', '儿子', '闺女', '生个', '两个', '以后', '将来', '02', '儿女', '三儿']","['想 女儿 以后 结婚 生 孩子 想', '想 女儿', '女儿 想']",Reproduction,Carry on the Family Line
Shandong,2024-6-11 16:40,不是，不是，我在烧烤,0,0,"['有钱', '有钱人', '攒钱', '努力', '赚钱', '能力', '交钱', '价格', '挣钱', '经济']","['有钱 钱 干', '有钱', '有钱 真']",Financial Cost,Wealth
Zhejiang,2023-2-6 22:41,结婚了还有啥用，结婚以后挣的钱还属于夫妻双方财产，到时候老头走了，私生子还得分我的钱，真的会有很多主动单身母亲吧,99,1,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Fujian,2024-4-6 20:04,都生小孩了 为什么不想结婚,45,0,"['不想', '想要', '结婚', '想生', '孩子', '只想', '生个', '生小孩', '不生', '丁克']","['结婚 不想 生 孩子', '结婚 不想 生 孩子', '想 结婚 不想 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Shandong,2023-7-18 12:41,确实好啊，女孩子去给有钱人做妾也不会再嫁给普通人了,16,0,"['三妻四妾', '一夫多妻', '有钱人', '富人', '富豪', '一妻多夫', '穷人', '纳妾', '老婆', '变相']","['以后 三妻四妾', '三妻四妾', '三妻四妾']",Deinstitutionalization of Marriage,Morality
Shanxi,2024-6-11 12:33,我靠新思路,141,0,"['想法', '新思路', '大胆', '思路', '打开', '傻子', '主意', '傻乎乎', '不太', '计划']","['ˉ 想法', '想法', '想法']",Individualism,Individualism
Sichuan,2024-6-8 22:16,对哦！！！新思路打开了！,39,0,"['想法', '很久', '一直', '这种', '考虑一下', '十年', '考虑', '早就', '有过', '以前']","['想法 想 久', '想法 早', '挺 想法']",Individualism,Individualism
Zhejiang,2023-8-22 10:45,我不要孩子 也不要媳妇 熬了这么多年熬到这岁数家里也不催了 亲戚朋友也不来烦了 有车有房有存款 这日子眼瞅着越来越好了,133,0,"['30', '38', '35', '二婚', '头婚', '收入', '未婚', '条件', '找个', '36']","['找 个头 婚 条件 差点 不能 找个 二婚 孩子 38 岁 收入 高 找个 未婚 条件 差点 点 男人 随便 找 找', '38 岁 收入 高 找个 未婚 男人 收入 差一点 生 一个 孩子 找 二婚 带娃 男人 找 一个 收入 差不多', '38 岁 二婚 老公 31 岁 头婚 寻找 目标 头婚 男人 坚决 后妈 孩子 结婚 不要']",Deinstitutionalization of Marriage,Marriage
Shandong,2023-2-19 18:21,赶紧滚,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Jiangsu,2023-2-19 18:52,你要生是你自己的事情，不要生了丢给父母就行了，父母年纪大了，也要过过自己的小日子,5,0,"['爸爸', '父亲', '父爱', '长大', '没有', '缺失', '成长', '家庭', '完整', '孩子']","['没有 爸爸 孩子', '孩子 没有 爸爸 没有 父爱 完整', '没有 父爱 没有 父亲']",Individualism,Traditional Family
Shandong,2023-2-7 4:37,是不是把婚姻登记处一并给取消了,154,0,"['取消', '结婚证', '婚姻登记', '婚姻法', '防火', '解除', '注销', '防盗', '撤销', '作废']","['结婚证 取消', '取消 结婚证', '取消 结婚证']",Deinstitutionalization of Marriage,Legislation
Shandong,2023-3-1 16:47,非常好,188,0,"['领养', '收养', '非常', '讲讲', '20', '那能', '弄脏了', '高下', '領養個', '盘旋']","['领养', '领养', '领养']",Deinstitutionalization of Marriage,Legislation
Guangdong,2023-2-7 12:54,未来一大波非婚生子女来袭将会导致很多家庭矛盾和伦理灾难,18,1,"['非婚', '非婚生子', '非婚生', '生育', '婚外', '歧视', '婚生子女', '子女', '权利', '生子']","['非婚 生育 5 岁', '女 想 非婚 生育 找', '非婚 生育']",Deinstitutionalization of Marriage,Morality
Guangxi,2023-7-18 10:10,这个我支持，举双脚都要支持,30,0,"['支持', '唐唐', '非常', '赞成', '大力支持', '透支', '认可', '能力', '博士', '双手']","['支持', '支持', '支持']",Individualism,Diversity
Henan,2023-2-20 1:07,都没结婚生什么孩子，自己生活不检点，怨不得别人,139,0,"['未婚', '不婚', '未婚先孕', '不育', '结婚', '就生', '结过婚', '保平安', '没生', '先育']","['现在 很多 没有 结婚 就生 孩子', '妈妈 没 结婚 就生 网上 好多 可怕 爸爸 感觉 没 爸爸 快乐 知道', '未婚 妈妈 小孩 已经 8 岁']",Deinstitutionalization of Marriage,Marriage
Shanxi,2023-2-20 8:24,完全可以选择不生的。非要生下来就想好自己要如何去养孩子。否则毁的是孩子。,73,0,"['不生', '骗人', '生小孩', '生娃', '生个', '随便', '能生', '快生', '下来', '干嘛']","['不生 不用 想', '不生 不生 不生', '诶 越 越 不生']",Reproduction,Population Growth
Guangxi,2024-6-12 17:39,成立又怎么样？一个月工资980,0,0,"['有钱', '有钱人', '攒钱', '努力', '赚钱', '能力', '交钱', '价格', '挣钱', '经济']","['有钱 钱 干', '有钱', '有钱 真']",Financial Cost,Wealth
Chongqing,2023-4-8 8:28,要早十年这样，我应该没结婚,28,0,"['结婚', '不结', '不用', '不想', '婚姻', '恐婚', '后悔', '结过婚', '以后', '结婚的人']","['没 结婚', '早 结婚', '早 结婚']",Deinstitutionalization of Marriage,Marriage
Shandong,2024-6-12 1:08,我明白了为什么结婚。就只是为了怀孕一个人带孩子那会有经济。稳住这一年。怪不得孩子一岁内都会判给女方。,99,0,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Hebei,2023-6-29 1:34,自己生小孩挺难的，不鼓励，不反对，不要盲目跟风，如果真的想自己生小孩，一定要做好准备,3,0,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Henan,2023-7-11 21:54,是在国内吗？我听说国内的精子库质量不是很好,77,0,"['精子', '精子库', '子宫', '人工授精', '捐精', '国外', '人造', '人工受孕', '人工', '辅助']","['问 一下 这种 精子', '没有 精子 怀', '生 没有 精子']",Financial Cost,Healthcare
Shanxi,2024-6-11 1:53,我很有边界感 怎么没人选我,27,0,"['选择', '成年人', '负责', '决定', '抱怨', '承担', '后悔', '买单', '承受', '自律']","['选择', '选择 真', '选择 怨']",Financial Cost,Wealth
Guangdong,2023-2-1 7:49,现代推恩令，这个观点真的好真实,125,0,"['鼓励', '提倡', '乱搞', '建议', '倡导', '这种', '抵制', '值得', '推给', '人能']","['这种 值得 提倡', '建议 提倡', '鼓励 提倡']",Deinstitutionalization of Marriage,Morality
Jiangsu,2024-2-9 7:41,人家是活的通透，有些人是嫉妒,34,0,"['通透', '叔叔', '安全带', '老二', '老大', '年轻', '光宗耀祖', '35', '年龄', '30']","['哄 完 老大 哄 老二', '喜欢 叔叔 活 真 通透 真的 劝', '太 喜欢 叔叔 通透']",Individualism,Diversity
Jiangsu,2023-7-23 0:01,U  朴灿烈捐不捐,9,0,"['不能', '开玩笑', '王俊凯', '吴世勋', '千玺', '一颗', '一个', '边伯贤', '朴灿烈', '王鹤']","['易 烊 千玺 捐 一颗 没 开玩笑', '王俊凯 不能 捐 ? 没 开玩笑', '王俊凯 不能 捐 没 开玩笑']",Financial Cost,Healthcare
Hebei,2024-6-14 9:11,未婚先孕有个缺点，就是男方不负责任的话，只能女方自己养孩子。,139,0,"['未婚', '不婚', '未婚先孕', '不育', '结婚', '就生', '结过婚', '保平安', '没生', '先育']","['现在 很多 没有 结婚 就生 孩子', '妈妈 没 结婚 就生 网上 好多 可怕 爸爸 感觉 没 爸爸 快乐 知道', '未婚 妈妈 小孩 已经 8 岁']",Deinstitutionalization of Marriage,Marriage
Guizhou,2023-7-18 11:00,我没上班，直接没有领到生育津贴,42,0,"['津贴', '生育', '社保', '补贴', '听说', '能领', '告诉', '交了', '领到', '工作']","['生育 津贴', '生育 津贴', '生育 津贴 领']",Deinstitutionalization of Marriage,Legislation
Anhui,2023-3-12 15:30,所以我一直想知道，生育登记是干嘛用的，生就生咯，反正生几个都行，为什么还非要去登记一下,63,0,"['想要', '怀孕', '要生', '生个', '准备', '孩子', '想生', '身体', '老公', '不生']","['想要 孩子', '想要 一个 孩子', '想要 一个 孩子']",Deinstitutionalization of Marriage,Parenting Value
Zhejiang,2023-8-28 14:55,邓为给我捐,9,0,"['不能', '开玩笑', '王俊凯', '吴世勋', '千玺', '一颗', '一个', '边伯贤', '朴灿烈', '王鹤']","['易 烊 千玺 捐 一颗 没 开玩笑', '王俊凯 不能 捐 ? 没 开玩笑', '王俊凯 不能 捐 没 开玩笑']",Financial Cost,Healthcare
Jilin,2023-7-18 8:00,优生优育少生孩子多种树,3,0,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Guizhou,2024-6-11 12:23,学会了,159,0,"['学习', '学到', '学会', '知识', '起来', '我勒个', '学学', '背会', '话发', '快来学']","['学习', '学习', '学习']",Individualism,Diversity
Anhui,2023-7-18 11:41,韭菜新品种,47,0,"['韭菜', '资本', '饮鸩止渴', '不够', '资本家', '玩意', '玩意儿', '洗脑', '忽悠', '骗子']","['生 韭菜', '韭菜 割', '韭菜']",Reproduction,Population Growth
Guangdong,2023-7-9 22:12,其实就是个拉拉的选择，不要说的是不需要爸爸吧,5,0,"['爸爸', '父亲', '父爱', '长大', '没有', '缺失', '成长', '家庭', '完整', '孩子']","['没有 爸爸 孩子', '孩子 没有 爸爸 没有 父爱 完整', '没有 父爱 没有 父亲']",Individualism,Traditional Family
Anhui,2022-12-17 22:00,夜里两点才睡觉,58,0,"['真的假', '看到', '不早', '知道', '真的', '两点', '早点', '晚上', '原来', '太晚']","['看到', '看到 没有', '看到 没有']",Deinstitutionalization of Marriage,Morality
Zhejiang,2023-3-11 2:24,若干年后的孩子们谈恋爱前须先做亲子鉴定，再决定是否能恋爱结婚了,6,0,"['同父异母', 'dna', '兄妹', '近亲', '近亲结婚', '以后', '兄弟姐妹', '亲兄妹', '同母异父', '谈恋爱']","['不会 出现 . 以后 对象 同父异母 兄妹 / 姐弟', '以后 同父异母 孩子 结婚', '以后 不会 同父异母 结婚']",Deinstitutionalization of Marriage,Morality
Sichuan,2024-6-11 17:19,前提是女的要有证据证明这个事有相当可能性才可以推定,129,0,"['证据', '证明', '必要', '有证', '提供', '没证', '相关', '予以', '无证', '驾驶']","['提供 必要 证据', '必要 证据', '“ ” 提供 必要 证据 证明 “ 须 ” 必须 “ 须 ”']",Deinstitutionalization of Marriage,Legislation
Shandong,2024-5-14 6:32,不想要男人，更不想结婚，也不需要抚养费，这只想生个孩子，自己的,111,0,"['抚养费', '男方', '索要', '事后', '女方', '生下', '遗产', '同意', '将来', '支付']","['女 抚养权 男 出 抚养费 很多 骂 女 贪 想要 孩子 男 出 抚养费', '2 + 1 生 孩子 男方 是不是 支付 抚养费', '女方 想要 小孩 没 能力 带 男方 抚养费']",Deinstitutionalization of Marriage,Legislation
Beijing,2023-7-18 7:34,应该是为有钱有势的人收用小三开绿灯。,0,1,"['有钱', '有钱人', '攒钱', '努力', '赚钱', '能力', '交钱', '价格', '挣钱', '经济']","['有钱 钱 干', '有钱', '有钱 真']",Financial Cost,Wealth
Shandong,2023-7-18 7:23,小三可以光明生娃了，女性朋友们，加油了，,3,1,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Liaoning,2023-2-25 8:13,马上进入母系氏族时代哈哈,6,0,"['同父异母', 'dna', '兄妹', '近亲', '近亲结婚', '以后', '兄弟姐妹', '亲兄妹', '同母异父', '谈恋爱']","['不会 出现 . 以后 对象 同父异母 兄妹 / 姐弟', '以后 同父异母 孩子 结婚', '以后 不会 同父异母 结婚']",Deinstitutionalization of Marriage,Morality
Guangdong,2024-6-11 17:11,缺点就是要生孩子,37,0,"['缺点', '优点', '说完', '电子版', '全是', '不说', '没有', '承诺', '我勒个', '这全']","['缺点 优点', '全 优点 没 缺点', '缺点 没有 缺点 优点']",Individualism,Diversity
Guangxi,2023-2-2 4:49,这就是脚痛医脚，手痛医手，不治根本。,80,1,"['医生', '医院', '体验', '主任', '几位', '结扎', '点个', '优秀', '走错', '万个']","['医生 真', '医生', '医生']",Financial Cost,Healthcare
Zhejiang,2023-2-19 17:55,尼玛。两公婆养一个孩子都特么费劲，居然还想把风险转嫁给一个女人,168,0,"['离婚', '婆婆', '离异', '幸福', '家庭', '孩子', '老公', '婚姻', '觉得', '生活']","['生 带 婆婆 天天 挑拨离间 生怕 儿子 媳妇 干脆 结婚 生个 孩子 爸妈 一起 孩子 姓 婆婆 烦 父母 永远都是 宝贝 婆婆 太烦 老公 沾花惹草', '这种 离异 带 孩子 差', '离婚 孩子']",Individualism,Traditional Family
Guangxi,2022-10-12 12:48,自己有那个能力可以，没有到时就别要道德绑架男人,13,1,"['男人', '男性', '女人', '男生', '男女平等', '光棍', '女生', '女孩', '干嘛', '支持']","['男人 死', '男人 真 没', '没 男人 死']",Individualism,Gender Equality
Guangdong,2024-2-29 13:02,单身女性怎么独立生娃？试管吗？,12,0,"['试管', '试管婴儿', '国内', '单身', '未婚', '允许', '移植', '医院', '取卵', '受孕']","['试管', '试管', '试管']",Financial Cost,Healthcare
Sichuan,2023-2-1 22:36,好像这个评论区突然找到了快乐,40,0,"['评论', '破防', '来看', '区笑', '恶臭', '三观', '哈哈哈哈', '区好', '点评', '真是']","['评论 区 骂 没', '评论 区 醉', '评论 区 绝']",Deinstitutionalization of Marriage,Morality
Beijing,2023-7-17 19:07,这个规定出了不就是为了让小三生孩子吗,142,1,"['三生', '三个', '鼓励', '三观', '三宝', '我生', '守规矩', '孩子', '三儿', '老三']","['三生 孩子', '三生 孩子', '三生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Yunnan,2024-5-29 22:12,越打越贵，赶紧规范化吧,81,0,"['全国', '规矩', '规定', '推广', '放开', '普及', '允许', '各地', '人定', '不成方圆']","['全国 普及 一下', '支持 全国 推广', '普及 全国']",Deinstitutionalization of Marriage,Legislation
Hubei,2023-2-1 21:01,多少年后，说不一定有兄妹结婚,6,0,"['同父异母', 'dna', '兄妹', '近亲', '近亲结婚', '以后', '兄弟姐妹', '亲兄妹', '同母异父', '谈恋爱']","['不会 出现 . 以后 对象 同父异母 兄妹 / 姐弟', '以后 同父异母 孩子 结婚', '以后 不会 同父异母 结婚']",Deinstitutionalization of Marriage,Morality
Fujian,2024-6-11 20:00,我就是不领证生娃，生了也不领证，现在分开了，我带娃，他要负责孩子教育费用，我法律上还是单身,70,0,"['领证', '只生', '婚礼', '行不行', '结婚证', '不生', '怀孕', '一起', '酒席', '两个']","['没 领证 抢 孩子', '想 领证 生 孩子', '孩子 7 岁 领证']",Deinstitutionalization of Marriage,Legislation
Shandong,2023-6-29 2:01,我也不想结婚，我是男的，没法生我也想要一个娃,192,0,"['不想', '想要', '结婚', '女性', '好多', '愿意', '女生', '孩子', '男人', '很多']","['男 不想 结婚 想要 孩子', '男 不想 结婚 想要 孩子', '不想 结婚 想 孩子 男']",Deinstitutionalization of Marriage,Marriage
Zhejiang,2024-6-10 21:41,还有男方犯罪不良记录，孩子不影响考公,174,0,"['影响', '犯罪', '考公', '政审', '犯事', '婚生子', '案底', '父亲', '当兵', '子女']","['三生 孩子 原配 孩子 爹 犯罪 影响 原配 孩子 影响 私生子 以后 结婚 恋爱 生子 就行', '父亲 犯罪 原配 孩子 受 影响 孩子 受 孩子 继承权', '没有 考虑 原配 父亲 犯罪 原配 孩子 影响 不能 考公 私生子 考公 不说']",Deinstitutionalization of Marriage,Legislation
Shanghai,2023-2-20 8:02,自已选的路，爬也要自己爬完咯,27,0,"['选择', '成年人', '负责', '决定', '抱怨', '承担', '后悔', '买单', '承受', '自律']","['选择', '选择 真', '选择 怨']",Financial Cost,Wealth
